date,region,categorie,transactions,ca,marge_pct
2024-03-18,Sud,Sport,49,3186.35,0.3948
2024-03-18,Est,Électronique,52,4349.92,0.2204
2024-03-18,Est,Vêtements,59,3146.1,0.4389
2024-03-18,Est,Alimentation,41,2526.66,0.1585
2024-03-18,Est,Maison,35,2881.94,0.3505
2024-03-18,Est,Sport,29,2032.8,0.3594
2024-03-18,Ouest,Électronique,58,4003.08,0.1764
2024-03-18,Ouest,Vêtements,62,3479.58,0.4205
2024-03-18,Ouest,Alimentation,54,2609.08,0.1947
2024-03-18,Ouest,Maison,50,2894.34,0.3338
2024-03-18,Ouest,Sport,29,2027.15,0.3721
2024-03-18,Île-de-France,Électronique,202,9803.12,0.2318
2024-03-18,Île-de-France,Vêtements,77,6142.34,0.473
2024-03-18,Île-de-France,Alimentation,95,5002.3,0.1743
2024-03-18,Île-de-France,Maison,78,5914.85,0.3675
2024-03-18,Île-de-France,Sport,73,4651.39,0.3591
2024-03-19,Nord,Électronique,94,4810.05,0.1964
2024-03-19,Nord,Vêtements,33,2715.51,0.4656
2024-03-19,Nord,Alimentation,43,2839.08,0.1931
2024-03-19,Nord,Maison,54,2862.43,0.3416
2024-03-19,Nord,Sport,45,2541.58,0.3731
2024-03-19,Sud,Électronique,98,6366.27,0.2272
2024-03-19,Sud,Vêtements,85,4520.32,0.4488
2024-03-19,Sud,Alimentation,64,3323.55,0.1609
2024-03-19,Sud,Maison,60,4199.39,0.3456
2024-03-19,Sud,Sport,69,3247.65,0.3772
2024-03-19,Est,Électronique,61,4307.51,0.1919
2024-03-19,Est,Vêtements,41,2975.63,0.4404
2024-03-19,Est,Alimentation,44,2587.4,0.208
2024-03-19,Est,Maison,53,2666.66,0.3328
2024-03-19,Est,Sport,36,2093.85,0.3932
2024-03-19,Ouest,Électronique,77,4475.62,0.2517
2024-03-19,Ouest,Vêtements,45,3275.15,0.455
2024-03-19,Ouest,Alimentation,34,2577.6,0.1683
2024-03-19,Ouest,Maison,34,2793.98,0.34
2024-03-19,Ouest,Sport,39,1770.65,0.3542
2024-03-19,Île-de-France,Électronique,141,9421.87,0.242
2024-03-19,Île-de-France,Vêtements,92,7663.14,0.4707
2024-03-19,Île-de-France,Alimentation,54,4531.83,0.1949
2024-03-19,Île-de-France,Maison,112,5607.56,0.3693
2024-03-19,Île-de-France,Sport,66,4738.88,0.4004
2024-03-20,Nord,Électronique,64,4470.98,0.2173
2024-03-20,Nord,Vêtements,53,3562.98,0.437
2024-03-20,Nord,Alimentation,41,3244.33,0.1719
2024-03-20,Nord,Maison,39,3282.87,0.3224
2024-03-20,Nord,Sport,45,2579.59,0.3858
2024-03-20,Sud,Électronique,109,5641.96,0.1694
2024-03-20,Sud,Vêtements,85,4123.04,0.4343
2024-03-20,Sud,Alimentation,49,3558.17,0.1946
2024-03-20,Sud,Maison,55,3880.14,0.3634
2024-03-20,Sud,Sport,54,3204.33,0.3925
2024-03-20,Est,Électronique,97,4406.34,0.1749
2024-03-20,Est,Vêtements,51,2820.97,0.4368
2024-03-20,Est,Alimentation,43,2280.74,0.1972
2024-03-20,Est,Maison,53,2941.62,0.3503
2024-03-20,Est,Sport,27,2063.1,0.3671
2024-03-20,Ouest,Électronique,59,4951.48,0.2242
2024-03-20,Ouest,Vêtements,51,3318.12,0.476
2024-03-20,Ouest,Alimentation,32,2343.81,0.1729
2024-03-20,Ouest,Maison,44,3029.15,0.3174
2024-03-20,Ouest,Sport,44,2459.33,0.376
2024-03-20,Île-de-France,Électronique,155,11131.46,0.1737
2024-03-20,Île-de-France,Vêtements,94,6724.5,0.4766
2024-03-20,Île-de-France,Alimentation,136,6250.16,0.1652
2024-03-20,Île-de-France,Maison,78,6267.96,0.321
2024-03-20,Île-de-France,Sport,80,5202.14,0.381
2024-03-21,Nord,Électronique,59,4618.44,0.2195
2024-03-21,Nord,Vêtements,45,3714.69,0.445
2024-03-21,Nord,Alimentation,40,2887.26,0.1938
2024-03-21,Nord,Maison,45,3124.15,0.3567
2024-03-21,Nord,Sport,49,2519.44,0.3693
2024-03-21,Sud,Électronique,95,5924.51,0.1975
2024-03-21,Sud,Vêtements,63,4164.81,0.4539
2024-03-21,Sud,Alimentation,51,3603.65,0.1545
2024-03-21,Sud,Maison,76,4480.67,0.3578
2024-03-21,Sud,Sport,46,2985.9,0.4101
2024-03-21,Est,Électronique,80,4598.54,0.2508
2024-03-21,Est,Vêtements,60,3053.86,0.46
2024-03-21,Est,Alimentation,33,2615.99,0.1451
2024-03-21,Est,Maison,50,2388.19,0.3637
2024-03-21,Est,Sport,27,2064.07,0.3994
2024-03-21,Ouest,Électronique,83,4419.44,0.2354
2024-03-21,Ouest,Vêtements,44,3430.06,0.4508
2024-03-21,Ouest,Alimentation,38,2597.64,0.1717
2024-03-21,Ouest,Maison,50,3119.29,0.3519
2024-03-21,Ouest,Sport,37,2100.84,0.3793
2024-03-21,Île-de-France,Électronique,179,10106.05,0.2169
2024-03-21,Île-de-France,Vêtements,157,8116.56,0.4409
2024-03-21,Île-de-France,Alimentation,79,6368.73,0.178
2024-03-21,Île-de-France,Maison,140,7050.15,0.3722
2024-03-21,Île-de-France,Sport,55,4609.73,0.3973
2024-03-22,Nord,Électronique,100,5424.41,0.2365
2024-03-22,Nord,Vêtements,55,4200.4,0.4298
2024-03-22,Nord,Alimentation,36,2806.39,0.1909
2024-03-22,Nord,Maison,43,2505.68,0.3772
2024-03-22,Nord,Sport,46,2842.37,0.3913
2024-03-22,Sud,Électronique,93,6873.47,0.2388
2024-03-22,Sud,Vêtements,69,3808.03,0.4441
2024-03-22,Sud,Alimentation,63,3804.49,0.1791
2024-03-22,Sud,Maison,59,3836.16,0.3548
2024-03-22,Sud,Sport,56,3081.81,0.3504
2024-03-22,Est,Électronique,61,4665.52,0.2111
2024-03-22,Est,Vêtements,39,2584.74,0.4767
2024-03-22,Est,Alimentation,40,2626.54,0.2214
2024-03-22,Est,Maison,31,2415.1,0.3504
2024-03-22,Est,Sport,25,1917.85,0.3825
2024-03-22,Ouest,Électronique,62,4139.1,0.2132
2024-03-22,Ouest,Vêtements,49,3052.39,0.4352
2024-03-22,Ouest,Alimentation,44,2817.05,0.17
2024-03-22,Ouest,Maison,42,2756.61,0.3349
2024-03-22,Ouest,Sport,34,2299.43,0.3591
2024-03-22,Île-de-France,Électronique,123,10023.75,0.2228
2024-03-22,Île-de-France,Vêtements,83,6776.06,0.4351
2024-03-22,Île-de-France,Alimentation,88,5527.3,0.1795
2024-03-22,Île-de-France,Maison,108,6329.42,0.3379
2024-03-22,Île-de-France,Sport,72,5821.89,0.369
2024-03-23,Nord,Électronique,45,3546.11,0.258
2024-03-23,Nord,Vêtements,49,2310.48,0.4553
2024-03-23,Nord,Alimentation,44,2308.04,0.188
2024-03-23,Nord,Maison,30,2500.33,0.3564
2024-03-23,Nord,Sport,33,1958.11,0.3748
2024-03-23,Sud,Électronique,93,4388.1,0.2215
2024-03-23,Sud,Vêtements,57,3185.46,0.4844
2024-03-23,Sud,Alimentation,61,2759.85,0.1593
2024-03-23,Sud,Maison,44,2863.56,0.3257
2024-03-23,Sud,Sport,24,2057.18,0.3579
2024-03-23,Est,Électronique,50,3113.49,0.2209
2024-03-23,Est,Vêtements,44,2181.76,0.4643
2024-03-23,Est,Alimentation,27,1883.43,0.2082
2024-03-23,Est,Maison,27,1823.19,0.3605
2024-03-23,Est,Sport,16,1352.1,0.3873
2024-03-23,Ouest,Électronique,72,3491.76,0.2351
2024-03-23,Ouest,Vêtements,46,2396.56,0.4305
2024-03-23,Ouest,Alimentation,22,1571.41,0.1758
2024-03-23,Ouest,Maison,37,2126.17,0.3292
2024-03-23,Ouest,Sport,39,1809.9,0.3665
2024-03-23,Île-de-France,Électronique,128,7367.31,0.2303
2024-03-23,Île-de-France,Vêtements,59,5003.66,0.4463
2024-03-23,Île-de-France,Alimentation,67,4236.02,0.1736
2024-03-23,Île-de-France,Maison,56,4136.05,0.4067
2024-03-23,Île-de-France,Sport,73,3880.09,0.3633
2024-03-24,Nord,Électronique,42,3353.37,0.2273
2024-03-24,Nord,Vêtements,45,2706.31,0.464
2024-03-24,Nord,Alimentation,34,2306.73,0.1545
2024-03-24,Nord,Maison,33,2403.16,0.3618
2024-03-24,Nord,Sport,41,2315.78,0.3322
2024-03-24,Sud,Électronique,54,4019.2,0.1699
2024-03-24,Sud,Vêtements,69,3254.68,0.4589
2024-03-24,Sud,Alimentation,63,3294.36,0.1748
2024-03-24,Sud,Maison,48,3060.01,0.3639
2024-03-24,Sud,Sport,39,2527.54,0.3827
2024-03-24,Est,Électronique,45,3118.62,0.1732
2024-03-24,Est,Vêtements,49,2448.58,0.4788
2024-03-24,Est,Alimentation,34,1663.8,0.1852
2024-03-24,Est,Maison,23,1630.48,0.3637
2024-03-24,Est,Sport,29,1557.16,0.3631
2024-03-24,Ouest,Électronique,46,3369.06,0.2254
2024-03-24,Ouest,Vêtements,27,2275.33,0.4444
2024-03-24,Ouest,Alimentation,25,1828.32,0.1465
2024-03-24,Ouest,Maison,39,1855.1,0.3558
2024-03-24,Ouest,Sport,32,1531.73,0.3964
2024-03-24,Île-de-France,Électronique,126,7745.5,0.2554
2024-03-24,Île-de-France,Vêtements,65,4734.37,0.4382
2024-03-24,Île-de-France,Alimentation,59,3710.59,0.2173
2024-03-24,Île-de-France,Maison,77,4997.54,0.3391
2024-03-24,Île-de-France,Sport,59,3125.57,0.3883
2024-03-25,Nord,Électronique,97,5138.03,0.2106
2024-03-25,Nord,Vêtements,54,3338.84,0.4814
2024-03-25,Nord,Alimentation,48,2367.69,0.1696
2024-03-25,Nord,Maison,49,3520.55,0.3248
2024-03-25,Nord,Sport,46,2452.5,0.3441
2024-03-25,Sud,Électronique,112,6081.82,0.2244
2024-03-25,Sud,Vêtements,59,4169.98,0.4423
2024-03-25,Sud,Alimentation,42,3137.03,0.2046
2024-03-25,Sud,Maison,48,3447.48,0.3576
2024-03-25,Sud,Sport,49,3103.75,0.3597
2024-03-25,Est,Électronique,55,4425.89,0.19
2024-03-25,Est,Vêtements,48,2666.19,0.4404
2024-03-25,Est,Alimentation,24,1964.92,0.173
2024-03-25,Est,Maison,39,2399.63,0.3211
2024-03-25,Est,Sport,31,2175.76,0.4001
2024-03-25,Ouest,Électronique,104,4846.45,0.2093
2024-03-25,Ouest,Vêtements,52,3209.61,0.4718
2024-03-25,Ouest,Alimentation,65,2988.35,0.1793
2024-03-25,Ouest,Maison,48,2844.99,0.3712
2024-03-25,Ouest,Sport,34,2207.07,0.358
2024-03-25,Île-de-France,Électronique,179,11110.34,0.202
2024-03-25,Île-de-France,Vêtements,91,7056.58,0.4594
2024-03-25,Île-de-France,Alimentation,93,5494.75,0.1621
2024-03-25,Île-de-France,Maison,142,6848.66,0.3542
2024-03-25,Île-de-France,Sport,77,5153.19,0.358
2024-03-26,Nord,Électronique,61,5105.75,0.1987
2024-03-26,Nord,Vêtements,44,3095.32,0.4328
2024-03-26,Nord,Alimentation,37,2938.45,0.1621
2024-03-26,Nord,Maison,39,2989.43,0.3341
2024-03-26,Nord,Sport,38,2488.18,0.3693
2024-03-26,Sud,Électronique,117,6984.67,0.2288
2024-03-26,Sud,Vêtements,72,4877.83,0.4858
2024-03-26,Sud,Alimentation,65,3148.04,0.1954
2024-03-26,Sud,Maison,59,3867.47,0.3419
2024-03-26,Sud,Sport,41,3201.45,0.3967
2024-03-26,Est,Électronique,63,3830.85,0.1857
2024-03-26,Est,Vêtements,58,3032.78,0.4505
2024-03-26,Est,Alimentation,34,2534.99,0.1694
2024-03-26,Est,Maison,37,2673.4,0.3621
2024-03-26,Est,Sport,39,2471.01,0.3681
2024-03-26,Ouest,Électronique,67,4492.5,0.1925
2024-03-26,Ouest,Vêtements,46,3354.36,0.4659
2024-03-26,Ouest,Alimentation,40,2629.21,0.1682
2024-03-26,Ouest,Maison,42,2854.96,0.3424
2024-03-26,Ouest,Sport,51,2320.1,0.3672
2024-03-26,Île-de-France,Électronique,136,10029.67,0.196
2024-03-26,Île-de-France,Vêtements,99,7134.32,0.4597
2024-03-26,Île-de-France,Alimentation,78,5642.24,0.1593
2024-03-26,Île-de-France,Maison,107,7101.56,0.3386
2024-03-26,Île-de-France,Sport,63,5095.45,0.3951
2024-03-27,Nord,Électronique,67,4637.48,0.2304
2024-03-27,Nord,Vêtements,48,3517.95,0.4628
2024-03-27,Nord,Alimentation,51,2987.82,0.1566
2024-03-27,Nord,Maison,58,3067.78,0.3295
2024-03-27,Nord,Sport,45,2476.83,0.3967
2024-03-27,Sud,Électronique,69,5219.93,0.209
2024-03-27,Sud,Vêtements,55,4379.33,0.4589
2024-03-27,Sud,Alimentation,43,3188.41,0.1845
2024-03-27,Sud,Maison,57,4650.17,0.3539
2024-03-27,Sud,Sport,44,3303.01,0.3773
2024-03-27,Est,Électronique,86,5037.37,0.2145
2024-03-27,Est,Vêtements,42,2973.41,0.4442
2024-03-27,Est,Alimentation,32,2022.61,0.1683
2024-03-27,Est,Maison,35,2543.66,0.3398
2024-03-27,Est,Sport,32,1860.29,0.3814
2024-03-27,Ouest,Électronique,82,4223.92,0.2231
2024-03-27,Ouest,Vêtements,46,3409.98,0.4663
2024-03-27,Ouest,Alimentation,35,2502.88,0.2211
2024-03-27,Ouest,Maison,38,2905.25,0.3417
2024-03-27,Ouest,Sport,32,1838.44,0.3801
2024-03-27,Île-de-France,Électronique,136,10879.71,0.2404
2024-03-27,Île-de-France,Vêtements,113,7663.0,0.4362
2024-03-27,Île-de-France,Alimentation,85,5633.38,0.2005
2024-03-27,Île-de-France,Maison,84,7075.32,0.3596
2024-03-27,Île-de-France,Sport,70,4919.34,0.3944
2024-03-28,Nord,Électronique,61,4673.92,0.2192
2024-03-28,Nord,Vêtements,58,3359.32,0.4719
2024-03-28,Nord,Alimentation,40,2801.36,0.1907
2024-03-28,Nord,Maison,53,3287.94,0.3591
2024-03-28,Nord,Sport,41,2303.87,0.406
2024-03-28,Sud,Électronique,117,5501.34,0.2467
2024-03-28,Sud,Vêtements,58,4419.37,0.4405
2024-03-28,Sud,Alimentation,83,3863.92,0.1827
2024-03-28,Sud,Maison,56,3549.16,0.3369
2024-03-28,Sud,Sport,46,3145.11,0.3792
2024-03-28,Est,Électronique,85,4333.88,0.2249
2024-03-28,Est,Vêtements,35,2960.95,0.4326
2024-03-28,Est,Alimentation,53,2716.1,0.2308
2024-03-28,Est,Maison,33,2750.34,0.3356
2024-03-28,Est,Sport,45,2204.93,0.358
2024-03-28,Ouest,Électronique,54,4073.78,0.227
2024-03-28,Ouest,Vêtements,45,3111.74,0.4126
2024-03-28,Ouest,Alimentation,46,2669.41,0.1655
2024-03-28,Ouest,Maison,36,2660.22,0.3591
2024-03-28,Ouest,Sport,40,2202.91,0.3594
2024-03-28,Île-de-France,Électronique,113,9136.57,0.2377
2024-03-28,Île-de-France,Vêtements,99,6935.9,0.453
2024-03-28,Île-de-France,Alimentation,74,5508.98,0.1646
2024-03-28,Île-de-France,Maison,122,6890.59,0.38
2024-03-28,Île-de-France,Sport,62,4577.27,0.3749
2024-03-29,Nord,Électronique,105,5793.42,0.2207
2024-03-29,Nord,Vêtements,70,3262.61,0.4252
2024-03-29,Nord,Alimentation,38,3131.11,0.1686
2024-03-29,Nord,Maison,54,2505.86,0.3732
2024-03-29,Nord,Sport,42,2516.66,0.3937
2024-03-29,Sud,Électronique,126,6814.25,0.2642
2024-03-29,Sud,Vêtements,68,5066.05,0.4323
2024-03-29,Sud,Alimentation,60,3382.3,0.1677
2024-03-29,Sud,Maison,75,4189.55,0.359
2024-03-29,Sud,Sport,41,2714.73,0.3725
2024-03-29,Est,Électronique,71,4248.19,0.2374
2024-03-29,Est,Vêtements,36,2684.49,0.4145
2024-03-29,Est,Alimentation,31,2618.1,0.1769
2024-03-29,Est,Maison,58,2853.62,0.3116
2024-03-29,Est,Sport,38,2035.91,0.3536
2024-03-29,Ouest,Électronique,72,5282.23,0.2012
2024-03-29,Ouest,Vêtements,50,3446.82,0.4439
2024-03-29,Ouest,Alimentation,37,2411.09,0.178
2024-03-29,Ouest,Maison,38,2976.03,0.3733
2024-03-29,Ouest,Sport,45,2053.7,0.3797
2024-03-29,Île-de-France,Électronique,139,10649.07,0.1985
2024-03-29,Île-de-France,Vêtements,112,6977.46,0.4122
2024-03-29,Île-de-France,Alimentation,98,4958.99,0.1705
2024-03-29,Île-de-France,Maison,66,5556.39,0.3705
2024-03-29,Île-de-France,Sport,78,4683.51,0.3581
2024-03-30,Nord,Électronique,57,3806.68,0.2395
2024-03-30,Nord,Vêtements,34,2448.99,0.4816
2024-03-30,Nord,Alimentation,31,2533.2,0.1428
2024-03-30,Nord,Maison,40,2337.36,0.3239
2024-03-30,Nord,Sport,26,1725.81,0.3738
2024-03-30,Sud,Électronique,69,4521.85,0.2474
2024-03-30,Sud,Vêtements,52,3423.22,0.4658
2024-03-30,Sud,Alimentation,40,2749.98,0.1734
2024-03-30,Sud,Maison,36,2797.8,0.3325
2024-03-30,Sud,Sport,38,2363.81,0.3727
2024-03-30,Est,Électronique,55,3413.05,0.2196
2024-03-30,Est,Vêtements,47,2136.35,0.4511
2024-03-30,Est,Alimentation,38,1914.0,0.1576
2024-03-30,Est,Maison,28,1989.92,0.3312
2024-03-30,Est,Sport,30,1467.55,0.3912
2024-03-30,Ouest,Électronique,41,3197.4,0.23
2024-03-30,Ouest,Vêtements,42,2497.0,0.4781
2024-03-30,Ouest,Alimentation,28,1832.49,0.1728
2024-03-30,Ouest,Maison,28,1848.37,0.3719
2024-03-30,Ouest,Sport,23,1866.78,0.3531
2024-03-30,Île-de-France,Électronique,140,7122.3,0.1981
2024-03-30,Île-de-France,Vêtements,71,5844.89,0.4655
2024-03-30,Île-de-France,Alimentation,89,4250.75,0.1672
2024-03-30,Île-de-France,Maison,66,4752.72,0.3694
2024-03-30,Île-de-France,Sport,77,3593.06,0.3853
2024-03-31,Nord,Électronique,73,3670.43,0.2348
2024-03-31,Nord,Vêtements,69,3216.65,0.4347
2024-03-31,Nord,Alimentation,27,2317.29,0.1763
2024-03-31,Nord,Maison,27,2227.9,0.3584
2024-03-31,Nord,Sport,20,1707.17,0.3811
2024-03-31,Sud,Électronique,67,4919.59,0.238
2024-03-31,Sud,Vêtements,43,3143.13,0.4377
2024-03-31,Sud,Alimentation,33,2572.71,0.1509
2024-03-31,Sud,Maison,37,2912.64,0.3793
2024-03-31,Sud,Sport,44,2393.43,0.3998
2024-03-31,Est,Électronique,58,2915.86,0.1973
2024-03-31,Est,Vêtements,33,2093.3,0.4364
2024-03-31,Est,Alimentation,39,1938.07,0.2026
2024-03-31,Est,Maison,34,2045.42,0.3656
2024-03-31,Est,Sport,20,1472.87,0.3971
2024-03-31,Ouest,Électronique,72,3917.43,0.2043
2024-03-31,Ouest,Vêtements,40,2611.46,0.4643
2024-03-31,Ouest,Alimentation,22,1794.4,0.2241
2024-03-31,Ouest,Maison,30,2373.13,0.3498
2024-03-31,Ouest,Sport,24,1488.33,0.3705
2024-03-31,Île-de-France,Électronique,106,7046.09,0.2324
2024-03-31,Île-de-France,Vêtements,71,5024.22,0.4725
2024-03-31,Île-de-France,Alimentation,52,4051.06,0.1742
2024-03-31,Île-de-France,Maison,58,4619.19,0.3402
2024-03-31,Île-de-France,Sport,44,3715.87,0.3791
2024-04-01,Nord,Électronique,99,4865.8,0.2562
2024-04-01,Nord,Vêtements,42,3558.63,0.4467
2024-04-01,Nord,Alimentation,50,3104.26,0.1925
2024-04-01,Nord,Maison,45,2936.87,0.3356
2024-04-01,Nord,Sport,53,2941.45,0.3964
2024-04-01,Sud,Électronique,81,5136.4,0.2153
2024-04-01,Sud,Vêtements,61,3790.03,0.488
2024-04-01,Sud,Alimentation,48,3772.98,0.2025
2024-04-01,Sud,Maison,60,4157.77,0.3215
2024-04-01,Sud,Sport,52,3019.3,0.334
2024-04-01,Est,Électronique,82,4076.45,0.2108
2024-04-01,Est,Vêtements,39,3268.53,0.4755
2024-04-01,Est,Alimentation,33,2802.96,0.1523
2024-04-01,Est,Maison,59,2895.81,0.3514
2024-04-01,Est,Sport,30,2056.92,0.3533
2024-04-01,Ouest,Électronique,55,4295.36,0.2175
2024-04-01,Ouest,Vêtements,44,2875.67,0.4588
2024-04-01,Ouest,Alimentation,42,2732.55,0.1951
2024-04-01,Ouest,Maison,47,2656.42,0.3846
2024-04-01,Ouest,Sport,40,2078.22,0.3962
2024-04-01,Île-de-France,Électronique,119,8362.49,0.2252
2024-04-01,Île-de-France,Vêtements,127,7184.86,0.4337
2024-04-01,Île-de-France,Alimentation,85,5930.46,0.1659
2024-04-01,Île-de-France,Maison,86,6258.54,0.3561
2024-04-01,Île-de-France,Sport,57,4840.3,0.3672
2024-04-02,Nord,Électronique,86,4312.73,0.2266
2024-04-02,Nord,Vêtements,64,3878.22,0.4771
2024-04-02,Nord,Alimentation,51,2993.23,0.1754
2024-04-02,Nord,Maison,42,3299.04,0.317
2024-04-02,Nord,Sport,32,2409.0,0.3902
2024-04-02,Sud,Électronique,71,5461.73,0.1866
2024-04-02,Sud,Vêtements,69,4178.71,0.3976
2024-04-02,Sud,Alimentation,46,3381.86,0.177
2024-04-02,Sud,Maison,45,3533.8,0.3444
2024-04-02,Sud,Sport,53,3064.32,0.4083
2024-04-02,Est,Électronique,68,3735.2,0.238
2024-04-02,Est,Vêtements,35,2894.47,0.4381
2024-04-02,Est,Alimentation,24,1967.46,0.1867
2024-04-02,Est,Maison,44,2346.91,0.3292
2024-04-02,Est,Sport,25,1846.9,0.3599
2024-04-02,Ouest,Électronique,98,4701.16,0.1864
2024-04-02,Ouest,Vêtements,37,3102.52,0.4246
2024-04-02,Ouest,Alimentation,51,2869.77,0.1574
2024-04-02,Ouest,Maison,51,2684.22,0.3403
2024-04-02,Ouest,Sport,28,1868.84,0.3999
2024-04-02,Île-de-France,Électronique,147,8365.53,0.2323
2024-04-02,Île-de-France,Vêtements,139,7343.38,0.4577
2024-04-02,Île-de-France,Alimentation,99,5910.56,0.1394
2024-04-02,Île-de-France,Maison,97,6419.83,0.3301
2024-04-02,Île-de-France,Sport,62,4810.62,0.3519
2024-04-03,Nord,Électronique,70,4696.2,0.2238
2024-04-03,Nord,Vêtements,55,3875.9,0.4633
2024-04-03,Nord,Alimentation,41,2988.88,0.1644
2024-04-03,Nord,Maison,55,3222.78,0.3428
2024-04-03,Nord,Sport,33,2297.29,0.3932
2024-04-03,Sud,Électronique,121,6685.02,0.2148
2024-04-03,Sud,Vêtements,57,4417.36,0.4542
2024-04-03,Sud,Alimentation,45,3175.54,0.2085
2024-04-03,Sud,Maison,73,3630.99,0.3758
2024-04-03,Sud,Sport,47,3115.83,0.3659
2024-04-03,Est,Électronique,68,4222.97,0.254
2024-04-03,Est,Vêtements,49,2916.44,0.4485
2024-04-03,Est,Alimentation,32,2571.94,0.1452
2024-04-03,Est,Maison,54,2626.71,0.3492
2024-04-03,Est,Sport,30,2184.2,0.3802
2024-04-03,Ouest,Électronique,67,4687.49,0.2292
2024-04-03,Ouest,Vêtements,40,3143.05,0.4514
2024-04-03,Ouest,Alimentation,32,2419.57,0.1964
2024-04-03,Ouest,Maison,47,2758.14,0.3402
2024-04-03,Ouest,Sport,35,2290.18,0.3265
2024-04-03,Île-de-France,Électronique,150,8581.75,0.2513
2024-04-03,Île-de-France,Vêtements,91,7219.08,0.4616
2024-04-03,Île-de-France,Alimentation,70,5106.41,0.1797
2024-04-03,Île-de-France,Maison,129,6158.63,0.3219
2024-04-03,Île-de-France,Sport,59,4845.2,0.3824
2024-04-04,Nord,Électronique,66,4996.4,0.2422
2024-04-04,Nord,Vêtements,63,3950.76,0.4596
2024-04-04,Nord,Alimentation,34,2835.46,0.2094
2024-04-04,Nord,Maison,32,2465.15,0.3282
2024-04-04,Nord,Sport,49,2564.03,0.4058
2024-04-04,Sud,Électronique,85,6408.01,0.2193
2024-04-04,Sud,Vêtements,65,5154.34,0.4406
2024-04-04,Sud,Alimentation,54,3130.99,0.1844
2024-04-04,Sud,Maison,85,4040.38,0.3141
2024-04-04,Sud,Sport,63,3172.27,0.3718
2024-04-04,Est,Électronique,62,4109.3,0.1891
2024-04-04,Est,Vêtements,38,2925.92,0.4809
2024-04-04,Est,Alimentation,43,2231.04,0.1854
2024-04-04,Est,Maison,30,2260.6,0.3252
2024-04-04,Est,Sport,34,1790.84,0.4066
2024-04-04,Ouest,Électronique,74,4623.88,0.191
2024-04-04,Ouest,Vêtements,40,2869.89,0.4512
2024-04-04,Ouest,Alimentation,38,2468.33,0.193
2024-04-04,Ouest,Maison,38,2693.44,0.3538
2024-04-04,Ouest,Sport,32,2404.51,0.3937
2024-04-04,Île-de-France,Électronique,111,8838.68,0.2639
2024-04-04,Île-de-France,Vêtements,85,6999.29,0.462
2024-04-04,Île-de-France,Alimentation,96,6088.11,0.2273
2024-04-04,Île-de-France,Maison,105,6330.76,0.3176
2024-04-04,Île-de-France,Sport,85,5043.23,0.3792
2024-04-05,Nord,Électronique,98,4600.42,0.2172
2024-04-05,Nord,Vêtements,49,3707.58,0.4791
2024-04-05,Nord,Alimentation,53,2933.65,0.1573
2024-04-05,Nord,Maison,63,3138.04,0.3348
2024-04-05,Nord,Sport,35,2464.36,0.3732
2024-04-05,Sud,Électronique,84,5964.3,0.2192
2024-04-05,Sud,Vêtements,72,3843.97,0.4382
2024-04-05,Sud,Alimentation,62,3244.51,0.216
2024-04-05,Sud,Maison,52,4157.34,0.3862
2024-04-05,Sud,Sport,43,3143.39,0.3731
2024-04-05,Est,Électronique,68,4316.49,0.2063
2024-04-05,Est,Vêtements,32,2695.37,0.4807
2024-04-05,Est,Alimentation,30,2444.4,0.1783
2024-04-05,Est,Maison,33,2879.96,0.3374
2024-04-05,Est,Sport,30,2031.78,0.3482
2024-04-05,Ouest,Électronique,67,4221.96,0.2015
2024-04-05,Ouest,Vêtements,44,3227.27,0.4481
2024-04-05,Ouest,Alimentation,36,2609.33,0.1667
2024-04-05,Ouest,Maison,35,2913.12,0.3483
2024-04-05,Ouest,Sport,49,2407.74,0.3955
2024-04-05,Île-de-France,Électronique,163,8566.27,0.2216
2024-04-05,Île-de-France,Vêtements,107,6823.45,0.4554
2024-04-05,Île-de-France,Alimentation,87,5039.86,0.1842
2024-04-05,Île-de-France,Maison,96,5415.26,0.3361
2024-04-05,Île-de-France,Sport,92,5203.64,0.3836
2024-04-06,Nord,Électronique,53,3937.46,0.1984
2024-04-06,Nord,Vêtements,44,2458.5,0.4733
2024-04-06,Nord,Alimentation,37,2365.82,0.1771
2024-04-06,Nord,Maison,35,2204.57,0.3449
2024-04-06,Nord,Sport,29,1827.49,0.3806
2024-04-06,Sud,Électronique,69,4873.05,0.2414
2024-04-06,Sud,Vêtements,55,3678.66,0.4557
2024-04-06,Sud,Alimentation,30,2464.6,0.172
2024-04-06,Sud,Maison,47,3219.1,0.3484
2024-04-06,Sud,Sport,35,2501.1,0.3918
2024-04-06,Est,Électronique,41,3234.01,0.1701
2024-04-06,Est,Vêtements,40,2001.28,0.4188
2024-04-06,Est,Alimentation,26,1649.54,0.2157
2024-04-06,Est,Maison,28,1948.86,0.3539
2024-04-06,Est,Sport,31,1652.48,0.3902
2024-04-06,Ouest,Électronique,42,3438.1,0.2348
2024-04-06,Ouest,Vêtements,36,2963.6,0.4294
2024-04-06,Ouest,Alimentation,33,1901.69,0.1984
2024-04-06,Ouest,Maison,33,1889.05,0.3202
2024-04-06,Ouest,Sport,37,1768.66,0.3715
2024-04-06,Île-de-France,Électronique,115,6788.68,0.2304
2024-04-06,Île-de-France,Vêtements,68,5211.4,0.4465
2024-04-06,Île-de-France,Alimentation,64,4111.11,0.1873
2024-04-06,Île-de-France,Maison,67,5129.68,0.3483
